peris, apos, t_min_relative, r_relative, theta 
32.004618 96.526111 -3.143000 3.197106 30.198819 
12.417624 102.835401 -0.503000 60.325772 76.943184 
18.784785 96.656224 -0.491000 51.936221 61.008096 
20.141522 102.878710 -0.517000 60.007719 48.022967 
15.296160 46.668038 -1.007000 2.997552 31.321866 
13.210060 103.144916 -0.511000 60.521369 48.327946 
13.408223 123.565635 -0.898000 8.802406 70.551824 
16.369299 91.966333 -2.501000 33.295850 55.279323 
17.189266 91.845970 -2.366000 35.383570 64.445484 
21.904470 114.736627 -0.974000 4.582582 70.039972 
5.782560 93.217980 -0.655000 18.101687 50.907375 
15.215995 99.139600 -2.318000 69.285004 59.438157 
28.734862 106.627919 -1.064000 11.506595 65.847863 
19.974780 101.346320 -0.461000 70.078709 57.985403 
10.242073 93.219316 -0.607000 22.675919 75.201407 
15.627402 117.865297 -0.946000 11.767981 49.880350 
12.397712 95.119401 -0.303000 89.212025 47.238780 
15.957167 102.601655 -3.999000 46.019389 66.073224 
12.699022 98.287474 -0.485000 57.747390 64.781557 
21.874757 110.370244 -2.674000 22.673910 50.286224 
16.574431 101.758123 -2.959000 32.822834 36.161782 
9.758055 96.321631 -0.637000 27.011072 52.296772 
6.734908 99.688673 -3.972000 17.329775 78.043830 
10.885477 132.599425 -0.916000 7.856691 48.217578 
9.729230 104.196880 -0.553000 47.034956 80.278397 
18.764661 96.573423 -0.469000 59.377350 57.354523 
21.446374 97.310465 -0.607000 40.623119 53.974371 
4.516109 92.061179 -0.691000 14.752440 38.422086 
7.349918 102.075426 -0.535000 51.197718 63.315026 
12.593147 100.518423 -3.999000 10.424823 83.147904 
33.089358 99.761800 -0.331000 87.221244 51.269998 
12.674987 96.999723 -0.639000 28.368623 61.598936 
9.616751 100.160247 -0.645000 21.366554 70.946365 
16.485673 92.468746 -2.553000 17.238091 49.175794 
10.524983 102.144617 -0.543000 46.277399 57.059318 
16.923861 100.176961 -0.457000 65.761503 62.831376 
14.445357 99.843745 -3.943000 17.974751 54.882061 
22.136179 97.489988 -0.455000 62.794360 64.723305 
22.283613 100.954447 -0.485000 61.770785 40.609115 
16.921730 96.695141 -0.463000 57.993054 71.409509 
17.833746 96.916795 -0.667000 33.492321 60.297087 
13.663444 92.064676 -3.397000 3.950696 20.717865 
14.261108 110.950851 -2.916000 9.531664 15.745150 
20.256358 97.236616 -0.239000 97.552119 21.401556 
15.708358 101.752515 -2.586000 34.215015 42.673124 
16.422855 100.295339 -2.598000 37.304740 44.745103 
19.899931 98.993081 -2.991000 39.764600 42.775663 
22.520164 99.716165 -0.381000 82.614809 37.029814 
33.891706 98.953857 -0.435000 64.940913 65.923234 
26.439441 95.601470 -2.600000 39.746745 59.322933 
15.713992 106.664729 -0.527000 66.278715 51.501410 
4.961144 171.392870 -0.894000 2.784270 54.281698 
18.861739 97.104553 -2.336000 71.639409 63.565369 
14.289190 98.893209 -0.709000 28.419264 57.378351 
28.331683 104.472795 -2.772000 23.027322 35.606535 
23.122378 108.725272 -2.676000 15.079867 60.762290 
10.645574 85.996082 -0.603000 19.361819 63.790207 
20.802057 99.367555 -0.661000 40.510937 57.974261 
21.887094 97.334608 -3.999000 53.902334 43.461694 
18.031278 96.936549 -2.905000 50.021899 18.702128 
13.889962 86.832116 -2.222000 18.780245 73.323708 
4.922879 89.509772 -0.619000 16.154480 54.026147 
4.622339 102.073390 -2.047000 22.747354 8.190031 
21.851384 106.735232 -0.503000 70.235282 45.987630 
25.204154 104.951363 -2.756000 11.067222 38.297702 
15.119862 93.474346 -2.629000 23.966685 25.625350 
17.591860 100.498007 -3.646000 57.486315 76.496608 
18.110964 108.434404 -2.650000 29.445508 66.625426 
15.742622 59.294183 -1.960000 7.595962 13.588573 
14.613509 99.610311 -0.319000 89.575651 64.511830 
15.622967 100.287101 -0.645000 34.286887 53.685935 
15.856160 101.951478 -0.527000 53.712923 56.773865 
11.827660 103.999821 -0.519000 58.981572 40.741299 
13.237552 94.708098 -2.284000 59.649720 29.579766 
27.422354 109.773530 -0.527000 72.669139 35.097098 
19.183924 103.615171 -0.501000 65.800466 60.802116 
7.145800 92.898197 -0.607000 17.859430 87.389699 
18.713631 96.760248 -2.627000 8.233979 35.843259 
9.817487 100.031452 -0.842000 16.987841 68.325307 
15.807037 90.096917 -2.240000 51.703946 53.941005 
16.885450 98.238050 -0.443000 67.378081 63.560993 
20.447270 100.388790 -2.789000 32.672547 63.963872 
12.890592 94.911661 -2.893000 70.317342 45.697355 
16.480499 98.757491 -2.390000 67.394189 42.836606 
21.507490 101.030603 -0.375000 83.431133 34.842100 
14.872101 96.734654 -2.492000 31.062449 48.658471 
12.280340 95.281036 -3.748000 8.591321 79.712465 
10.436273 125.644623 -2.420000 5.738356 39.855511 
7.158189 97.558259 -3.999000 46.469377 38.958049 
19.098886 98.410109 -0.465000 64.285479 37.088167 
15.496188 98.654651 -3.998000 63.229942 51.734296 
11.196795 100.293891 -2.426000 49.425965 53.314813 
4.106008 90.546785 -0.641000 12.571997 76.018905 
11.602037 100.023364 -0.513000 54.617173 34.817774 
17.418568 100.105765 -3.999000 17.679188 19.405718 
10.683712 100.890009 -0.543000 42.939452 65.415932 
8.211844 93.801183 -0.681000 20.092486 60.864634 
8.743881 96.837584 -0.633000 21.138710 87.027285 
18.264302 92.624519 -2.503000 45.698067 63.633500 
21.923182 92.393308 -2.368000 63.277170 50.787586 
21.209076 98.973339 -2.475000 23.382157 74.565070 
20.375031 103.878646 -3.999000 58.505506 36.947037 
24.747453 112.607463 -2.777000 11.077119 79.298682 
15.286252 97.402797 -3.687000 6.558580 38.900343 
11.623597 94.593775 -3.761000 27.782749 78.246577 
23.145942 101.741468 -0.477000 63.472705 40.257460 
19.521618 94.912696 -3.809000 27.947437 63.751007 
15.398625 98.705675 -3.999000 16.240424 75.362595 
21.436603 92.512040 -2.521000 16.836076 64.440853 
20.736752 98.712731 -0.429000 71.074041 67.336841 
24.808676 108.270319 -2.757000 23.441406 46.849173 
20.292033 102.849371 -0.521000 57.213370 66.161342 
6.692074 100.490111 -0.643000 18.142104 77.504778 
14.389046 100.881861 -0.709000 26.016446 78.130680 
16.446789 107.285820 -0.930000 18.486264 62.794303 
10.051046 142.314254 -0.934000 7.301904 68.044791 
18.409247 98.593857 -3.994000 15.706756 19.257261 
16.384858 170.924513 -0.964000 4.189035 59.002936 
15.427345 119.704159 -0.924000 10.127116 40.923558 
19.799880 105.244397 -0.908000 18.222616 93.524165 
12.202235 102.575965 -0.493000 63.977381 82.624363 
15.983438 89.508244 -2.561000 2.923945 36.625455 
15.520078 102.314440 -2.927000 33.757808 36.523223 
29.366186 93.689338 -3.264000 54.613864 54.569843 
6.972358 96.323178 -0.657000 20.175366 64.712032 
25.784956 100.084491 -0.401000 77.060415 34.942051 
17.707573 86.512792 -0.960000 1.358402 16.993719 
32.830792 112.396397 -3.151000 8.295419 41.982260 
18.747887 91.887948 -1.147000 24.268239 40.294533 
15.070006 103.234108 -0.906000 19.959168 61.696702 
22.759702 98.704597 -0.489000 57.669348 60.036285 
15.324732 96.429444 -2.296000 65.584354 43.564090 
8.470255 108.915871 -2.434000 15.430421 34.670510 
14.047353 103.272890 -0.305000 95.914571 21.765434 
20.201331 88.768789 -1.101000 26.056279 51.215737 
21.552072 97.673490 -2.767000 39.729398 41.395195 
15.129279 102.270437 -0.523000 56.057640 46.356578 
15.831908 100.005903 -0.507000 52.940616 66.190796 
12.884597 102.290367 -3.999000 67.765408 38.212181 
4.116812 91.890186 -0.637000 14.022825 66.880462 
14.484765 103.861937 -3.999000 42.601574 49.831222 
19.558677 94.787740 -0.623000 36.023228 58.816239 
9.711339 112.841712 -0.960000 9.784267 34.167162 
17.408562 103.052237 -2.502000 25.756931 46.440768 
11.766598 104.118314 -3.998000 60.784925 17.687316 
8.427919 97.608660 -0.493000 50.790143 59.722068 
11.115764 106.695211 -2.508000 21.703087 50.990170 
31.430403 100.370362 -2.622000 35.362773 57.987327 
13.697139 103.794266 -2.139000 61.551292 21.660749 
14.446759 114.530756 -0.914000 12.409682 60.324508 
14.701952 197.250806 -0.956000 4.330672 48.398130 
14.285672 94.728933 -1.059000 17.521932 85.048252 
18.737932 99.708018 -3.780000 43.098323 67.139763 
16.508934 72.874773 -2.593000 4.470079 40.832266 
16.096217 106.614605 -1.010000 22.838720 41.878545 
13.637796 101.279269 -2.362000 67.146124 69.458047 
22.946613 98.957349 -2.406000 43.836197 54.834008 
10.657049 96.112585 -2.372000 43.832479 27.087619 
17.027330 100.985467 -3.922000 33.447407 53.662788 
7.964210 101.944130 -0.525000 52.780179 77.836084 
28.764757 99.798433 -0.389000 79.799039 41.163938 
25.137088 97.467472 -2.642000 16.225109 56.703309 
17.012682 97.739244 -0.637000 35.657844 60.106945 
27.399796 96.388439 -0.413000 71.717429 50.331058 
10.788970 100.363121 -3.984000 53.371256 61.158405 
32.444452 112.949338 -1.192000 8.463205 27.306036 
11.461916 107.069580 -3.891000 44.414374 25.722456 
17.846947 99.330048 -0.619000 40.830929 42.241918 
12.481178 92.002538 -3.786000 28.635675 54.804929 
17.275112 106.964875 -0.521000 64.270246 37.966002 
19.353540 86.053551 -1.097000 16.744216 39.907273 
4.105701 93.153118 -0.655000 12.632036 74.598351 
12.545509 93.086777 -0.621000 27.203945 56.861673 
17.332954 99.883621 -3.999000 40.596495 82.500947 
14.802576 105.636609 -2.548000 26.151550 43.716211 
14.145478 97.331061 -0.575000 32.930107 62.866581 
25.969551 100.857206 -0.489000 56.953698 66.779158 
14.795894 94.743644 -0.473000 51.167438 59.023907 
10.456680 97.815919 -0.687000 27.465845 40.998645 
7.818918 97.960720 -3.827000 9.826122 41.257982 
19.193976 97.125522 -0.461000 60.410915 40.096726 
27.233434 88.935758 -3.751000 0.474214 25.552966 
12.247354 86.597594 -2.241000 22.956313 78.540319 
6.843696 98.247576 -2.954000 76.656657 14.473300 
12.235970 102.099292 -3.986000 61.445777 10.843750 
12.523357 102.188460 -0.509000 60.268060 69.063995 
19.800389 100.728681 -2.763000 18.831200 44.058115 
8.596684 102.331118 -0.589000 32.634241 94.697805 
20.387585 100.129916 -2.999000 42.871307 43.147783 
16.512810 101.539071 -3.999000 17.211535 41.380123 
24.945677 86.734123 -1.079000 28.168567 73.316061 
12.579635 95.822928 -0.667000 29.115456 37.969767 
24.817355 93.394135 -0.539000 43.512263 70.958372 
6.346027 102.736220 -3.787000 37.190734 25.786229 
19.740609 97.652918 -2.585000 23.367968 78.696081 
11.763977 101.552574 -0.519000 51.684481 61.512451 
21.553304 99.858067 -0.509000 52.773380 71.214174 
15.714517 100.356988 -0.523000 51.019899 64.282229 
6.791563 103.355252 -2.416000 17.418090 51.029170 
22.374428 95.600907 -3.820000 18.110091 67.751888 
18.566033 103.511856 -0.495000 66.578475 37.213727 
21.206769 98.001115 -2.759000 22.832493 59.516804 
27.128645 94.399353 -0.231000 94.381344 29.743239 
8.203730 100.133469 -0.647000 22.397911 64.120044 
16.935720 101.516561 -0.463000 68.896279 55.799410 
10.630008 93.663562 -0.693000 23.250848 65.730724 
16.741475 97.415312 -0.429000 65.982902 48.575173 
15.594458 95.038168 -0.475000 51.470124 53.653848 
20.856838 98.220411 -3.816000 36.055714 47.272125 
23.119228 98.610933 -0.489000 54.193820 68.498440 
12.755647 97.865613 -3.860000 18.626332 60.480971 
26.926928 110.835231 -2.791000 15.506720 55.088220 
12.833128 98.280636 -2.526000 32.052649 24.908424 
25.437199 93.282936 -3.999000 68.854862 66.401775 
