peris, apos, t_min_relative, r_relative, theta 
34.988468 104.085780 -3.277000 42.478539 41.080118 
17.747088 111.738589 -3.107000 54.027155 23.988473 
23.023813 92.889482 -1.133000 33.465576 51.841860 
27.869339 100.924279 -1.296000 8.333259 22.387425 
39.770088 100.376113 -1.426000 8.023691 24.211887 
17.110261 94.780014 -3.823000 18.694744 44.081279 
24.965518 105.200569 -2.979000 53.198976 37.373018 
23.363528 102.321474 -3.017000 66.761842 32.498835 
20.400731 101.027560 -0.615000 42.845387 52.926118 
25.396178 93.195978 -1.174000 23.666084 32.412337 
17.007208 103.632969 -2.368000 81.354127 37.948591 
19.270071 100.823729 -2.536000 11.110410 33.267401 
31.584896 96.000930 -3.999000 91.066511 23.559420 
27.351234 98.101133 -1.213000 17.345655 25.971231 
24.367535 104.421041 -1.185000 10.211307 40.065087 
19.905757 98.042363 -3.999000 78.975560 17.787482 
19.132434 102.712862 -2.544000 9.496978 9.078260 
32.435499 98.189809 -1.249000 14.938658 43.811029 
12.443856 100.601070 -2.005000 59.432459 36.233992 
13.648129 107.033804 -0.757000 30.035046 27.900332 
29.629839 108.768850 -3.464000 29.715447 23.255858 
15.941117 103.696481 -3.975000 70.604061 15.376214 
30.171709 101.319623 -2.854000 22.584261 28.371494 
29.145396 97.392916 -2.753000 34.401223 54.138542 
28.214201 102.033406 -0.401000 82.668078 33.274792 
22.757924 93.728479 -2.428000 15.604591 34.761876 
26.855907 107.096962 -3.172000 33.614187 24.095699 
26.821477 98.296319 -0.321000 87.839917 28.684169 
19.392621 94.193153 -1.102000 11.015093 29.769980 
31.679659 105.748813 -3.206000 33.555893 26.482520 
36.679614 103.384658 -1.407000 29.327762 33.358471 
32.358112 99.632959 -1.343000 27.986479 31.497772 
14.127715 100.102358 -0.525000 58.729884 43.199896 
20.977854 103.744160 -2.051000 65.846559 15.579884 
20.991161 104.147702 -3.167000 46.459739 33.976123 
18.466706 95.663850 -2.429000 25.206537 50.931518 
32.526086 101.025368 -3.317000 61.566152 26.938440 
36.740729 101.139075 -3.115000 19.011956 35.493097 
30.465070 96.295067 -2.784000 33.248258 34.247682 
28.597209 105.744634 -0.403000 84.788289 33.797948 
24.374843 98.598209 -3.069000 36.475889 26.002019 
27.892927 105.523221 -3.149000 68.943667 43.617034 
22.335412 106.689282 -3.290000 21.733784 14.969346 
22.268917 100.179616 -3.054000 38.061703 27.630485 
23.484194 104.582204 -3.267000 36.737959 29.683230 
39.025764 93.126373 -1.336000 33.740574 38.788790 
21.837970 101.276747 -1.078000 8.207322 12.591822 
28.379569 106.407899 -3.088000 16.490478 14.959864 
25.893837 105.621302 -3.395000 42.755384 34.878337 
17.725243 93.780845 -0.980000 5.619703 59.339062 
28.149693 96.041921 -2.452000 89.404002 31.097975 
14.859741 91.393009 -2.486000 12.828088 48.508735 
32.040504 103.103072 -3.183000 64.618242 34.433093 
26.961108 94.088500 -2.773000 29.583823 38.315693 
30.145410 102.700584 -2.975000 14.426919 42.986669 
15.974513 103.255456 -3.046000 26.197014 13.084745 
19.214243 91.421371 -1.066000 16.241612 31.791701 
24.558597 100.132641 -1.323000 34.323276 28.081411 
17.868227 99.675564 -1.031000 5.526213 13.433247 
30.334405 102.936149 -2.913000 27.551375 33.887481 
21.677733 99.177154 -3.982000 34.960917 33.697558 
22.406103 104.378776 -2.781000 30.923150 50.130780 
24.679649 91.704546 -2.412000 10.447154 40.040637 
31.336504 97.293789 -1.229000 23.254460 54.229133 
32.819706 93.131970 -1.280000 10.384107 24.084891 
31.246243 98.397030 -1.354000 3.531300 17.641908 
27.737580 100.736489 -2.786000 8.469854 22.251390 
